,year,activity,sex,age,cat_age,century
1875,2004.0,Spearfishing,M,34,Young Adult,XXI
1876,2004.0,Surfing,M,34,Young Adult,XXI
1877,2004.0,Body boarding,M,15,Teenager,XXI
1878,2004.0,Surfing,M,16,Teenager,XXI
1879,2004.0,Surfing,M,40,Adult,XXI
1880,2004.0,Spearfishing/ filming,,,No category,XXI
1881,2004.0,Surfing,M,26,Young Adult,XXI
1882,2004.0,Surf fishing,M,,No category,XXI
1883,2004.0,Swimming,,,No category,XXI
1884,2004.0,Jumping,F,17,Teenager,XXI
1885,2004.0,Walking,F,38,Adult,XXI
1886,2004.0,Bathing,M,24,Young Adult,XXI
1887,2004.0,Surfing,M,,No category,XXI
1888,2004.0,Diving,M,50,Adult,XXI
1889,2004.0,Swimming,M,47,Adult,XXI
1890,2004.0,Spearfishing,M,30,Young Adult,XXI
1891,2004.0,Fishing,,,No category,XXI
1892,2004.0,Surfing,F,20,Young Adult,XXI
1893,2004.0,Diving & fishing with net,M,,No category,XXI
1894,2004.0,Surfing,F,28,Young Adult,XXI
1895,2004.0,Swimming,F,13,Teenager,XXI
1896,2004.0,Swimming,F,19,Young Adult,XXI
1897,2004.0,Wading / fishing & carrying a bag of fish,M,11,Child,XXI
1898,2004.0,Fishing,,,No category,XXI
1899,2004.0,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51,Adult,XXI
1900,2004.0,Surfing,M,30,Young Adult,XXI
1901,2004.0,Snorkeling,F,Teen,Teenager,XXI
1902,2004.0,Wading,M,7,Child,XXI
1903,2004.0,Surfing,M,45,Adult,XXI
1904,2004.0,Crayfishing,M,,No category,XXI
1905,2004.0,In water with diving seabirds,F,,No category,XXI
1906,2004.0,Body boarding,M,17,Teenager,XXI
1907,2004.0,Swimming,M,8,Child,XXI
1908,2004.0,"Swimming, poaching perlemoen",M,21,Young Adult,XXI
1909,2004.0,Wading,M,16,Teenager,XXI
1910,2004.0,Swimming,M,17,Teenager,XXI
1911,2004.0,Surfing,M,44,Adult,XXI
1912,2004.0,Boogie-boarding / swimming,M,9,Child,XXI
1913,2004.0,Swimming,M,9,Child,XXI
1914,2004.0,,F,9,Child,XXI
1915,2004.0,Wading,F,24,Young Adult,XXI
1916,2004.0,Free diving & spearfishing,M,63,Adult,XXI
1917,2004.0,Tandem surfing,M,28,Young Adult,XXI
1918,2004.0,Swimming,M,22,Young Adult,XXI
1919,2004.0,Diving,M,,No category,XXI
1920,2004.0,Fishing,,,No category,XXI
1921,2004.0,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,,No category,XXI
1922,2004.0,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,,No category,XXI
1923,2004.0,Surfing,M,57,Adult,XXI
1924,2004.0,Surfing,M,16,Teenager,XXI
1925,2004.0,Surfing,F,22,Young Adult,XXI
1926,2004.0,,M,26,Young Adult,XXI
1927,2004.0,Surfing,M,20,Young Adult,XXI
1928,2004.0,Body boarding,M,22,Young Adult,XXI
1929,2004.0,Surfing,M,,No category,XXI
1930,2004.0,Surfing,M,20,Young Adult,XXI
1931,2004.0,Swimming,M,61,Adult,XXI
1932,2004.0,Snorkeling,F,,No category,XXI
1933,2004.0,Spearfishing,M,,No category,XXI
1934,2004.0,Surfing,M,51,Adult,XXI
1935,2004.0,Spearfishing,M,47,Adult,XXI
1936,2004.0,Swimming,M,29,Young Adult,XXI
1937,2004.0,Surfing,M,15,Teenager,XXI
1938,2004.0,Swimming,M,,No category,XXI
1939,2004.0,Free diving & spearfishing,M,31,Young Adult,XXI
1940,2004.0,Snorkeling,M,,No category,XXI
1941,2004.0,Snorkeling,M,22,Young Adult,XXI
1942,2004.0,Scuba diving,M,46,Adult,XXI
1943,2004.0,Surfing,M,21,Young Adult,XXI
1944,2004.0,Boogie boarding,M,,No category,XXI
1945,2004.0,Swimming,M,,No category,XXI
1946,2004.0,Spearfishing,M,40,Adult,XXI
1947,2004.0,Surf skiing,M,,No category,XXI
1948,2004.0,Diving,M,,No category,XXI
1949,2004.0,Surfing,M,22,Young Adult,XXI
1950,2004.0,Kayaking (returning from spearfishing),M,,No category,XXI
1951,2004.0,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,,,No category,XXI
1952,2004.0,Surfing,M,,No category,XXI
1953,2003.0,,,,No category,XXI
1954,2003.0,Swimming,M,28,Young Adult,XXI
1955,2003.0,Swimming,M,13,Teenager,XXI
1956,2003.0,Swimming / shipwreck,M,45,Adult,XXI
1957,2003.0,Surfing amid a shoal of sharks,M,36,Adult,XXI
1958,2003.0,Swimming,M,,No category,XXI
1959,2003.0,Swimming,M,,No category,XXI
1960,2003.0,Spearfishing,M,21,Young Adult,XXI
1961,2003.0,Surfing,F,35,Young Adult,XXI
1962,2003.0,Swimming or surfing,M,35,Young Adult,XXI
1963,2003.0,Surfing,M,24,Young Adult,XXI
1964,2003.0,Snorkeling,M,,No category,XXI
1965,2003.0,Surf skiing,,,No category,XXI
1966,2003.0,Standing,M,,No category,XXI
1967,2003.0,Spearfishing,M,,No category,XXI
1968,2003.0,Surfing,M,18,Young Adult,XXI
1969,2003.0,Surfing,M,22,Young Adult,XXI
1970,2003.0,Surfing,F,13,Teenager,XXI
1971,2003.0,Surfing,M,46,Adult,XXI
1972,2003.0,Snorkeling,M,56,Adult,XXI
1973,2003.0,Surfing,M,19,Young Adult,XXI
1974,2003.0,Swimming to shore from boat or kayak,M,,No category,XXI
1975,2003.0,Surfing,F,,No category,XXI
1976,2003.0,Surfing,M,18,Young Adult,XXI
1977,2003.0,Surfing,M,30,Young Adult,XXI
1978,2003.0,Sitting on surfboard,M,50,Adult,XXI
1979,2003.0,Wading near a fishing net,F,41,Adult,XXI
1980,2003.0,Wading to shore from his boat,M,40,Adult,XXI
1981,2003.0,Surfing,M,16,Teenager,XXI
1982,2003.0,Surfing,M,21,Young Adult,XXI
1983,2003.0,Surfing,M,19,Young Adult,XXI
1984,2003.0,Surfing,M,17,Teenager,XXI
1985,2003.0,Surfing,M,30,Young Adult,XXI
1987,2003.0,Swimming,F,8 or 10,Child,XXI
1988,2003.0,Body boarding,M,18,Young Adult,XXI
1989,2003.0,"Standing, stepped on shark",M,15,Teenager,XXI
1990,2003.0,Body boarding,M,19,Young Adult,XXI
1991,2003.0,Wade-fishing,M,,No category,XXI
1992,2003.0,Fishing,M,,No category,XXI
1993,2003.0,"Swimming, wearing black wetsuit & swim fins",F,50,Adult,XXI
1994,2003.0,Swimming,M,31,Young Adult,XXI
1995,2003.0,Sitting on surfboard,M,16,Teenager,XXI
1996,2003.0,Surf skiing,M,37,Adult,XXI
1997,2003.0,Surfing,M,18,Young Adult,XXI
1998,2003.0,Wading,F,15,Teenager,XXI
1999,2003.0,Spearfishing,M,58,Adult,XXI
2000,2003.0,"Walking, carrying surfboard & stepped on shark",M,10,Child,XXI
2001,2003.0,Surfing,M,21,Young Adult,XXI
2002,2003.0,Spearfishing,M,39,Adult,XXI
2003,2003.0,Spearfishing,M,,No category,XXI
2004,2003.0,Spearfishing,M,,No category,XXI
2005,2003.0,Snorkeling,M,,No category,XXI
2006,2003.0,Surfing,M,17,Teenager,XXI
2007,2003.0,Surfing,M,15,Teenager,XXI
2008,2003.0,,M,,No category,XXI
2009,2003.0,Standing,F,12,Teenager,XXI
2010,2003.0,Swimming with pod of dolphins,M,60,Adult,XXI
2011,2003.0,Swimming,M,51,Adult,XXI
2012,2003.0,Surfing,M,33,Young Adult,XXI
2013,2003.0,Surfing,,15,Teenager,XXI
2014,2003.0,Swimming,F,22,Young Adult,XXI
2015,2003.0,Surfing,M,18,Young Adult,XXI
2016,2003.0,Wading,M,22,Young Adult,XXI
2017,2003.0,Swimming,M,20,Young Adult,XXI
2018,2003.0,Surfing,M,34,Young Adult,XXI
2019,2003.0,Walking,F,9,Child,XXI
2020,2003.0,,,,No category,XXI
2021,2003.0,Killing  sharks,M,,No category,XXI
2022,2003.0,Swimming,M,16,Teenager,XXI
2023,2003.0,Surfing,M,17,Teenager,XXI
2024,2003.0,Swimming,M,7,Child,XXI
2025,2003.0,Surfing,M,36,Adult,XXI
2026,2003.0,Surfing,M,17,Teenager,XXI
2027,2003.0,Surfing,M,30,Young Adult,XXI
2028,2003.0,Surfing,M,23,Young Adult,XXI
2029,2003.0,Surfing,M,18,Young Adult,XXI
2030,2003.0,Jumping,M,11,Child,XXI
2031,2003.0,Surfing,M,12,Teenager,XXI
2032,2003.0,Swimming (using a float),M,20,Young Adult,XXI
2033,2003.0,Surfing,M,28,Young Adult,XXI
2034,2003.0,Surfing,M,,No category,XXI
2035,2003.0,Surfing,M,50,Adult,XXI
2036,2003.0,Petting captive sharks,F,,No category,XXI
2037,2003.0,Scuba diving,M,44,Adult,XXI
2038,2003.0,Wading,M,37,Adult,XXI
2039,2003.0,Swimming,M,54,Adult,XXI
2040,2003.0,Swimming,M,24,Young Adult,XXI
2041,2003.0,Swimming,M,84,Elder,XXI
2042,2003.0,Unknown,M,14,Teenager,XXI
2043,2003.0,Surfing,M,,No category,XXI
2044,2003.0,Surfing,F,,No category,XXI
2045,2002.0,Snorkeling,F,18,Young Adult,XXI
2046,2002.0,Snorkeling,M,25,Young Adult,XXI
2047,2002.0,Scuba diving,M,26,Young Adult,XXI
2048,2002.0,Swimming,M,11,Child,XXI
2049,2002.0,Swimming,M,23,Young Adult,XXI
2050,2002.0,Surfing,M,19,Young Adult,XXI
2051,2002.0,Scuba diving,M,,No category,XXI
2052,2002.0,Body boarding,M,48,Adult,XXI
2053,2002.0,Swimming,F,34,Young Adult,XXI
2054,2002.0,Snorkeling,F,41,Adult,XXI
2055,2002.0,Surfing,M,21,Young Adult,XXI
2056,2002.0,Boogie boarding,M,16,Teenager,XXI
2057,2002.0,"Fishing, standing in 2' of water",M,52,Adult,XXI
2058,2002.0,Swimming,F,60,Adult,XXI
2059,2002.0,Swimming,M,36,Adult,XXI
2060,2002.0,Surfing,M,21,Young Adult,XXI
2061,2002.0,Surfing,M,14,Teenager,XXI
2062,2002.0,Surfing,M,35,Young Adult,XXI
2063,2002.0,Surfing,M,18,Young Adult,XXI
2064,2002.0,Surfing,M,47,Adult,XXI
2065,2002.0,Surfing,M,32,Young Adult,XXI
2066,2002.0,Fishing from Surfboard,M,55,Adult,XXI
2069,2002.0,Boogie boarding or Surfing,M,24,Young Adult,XXI
2070,2002.0,Surfing,M,35,Young Adult,XXI
2071,2002.0,Swimming,M,19,Young Adult,XXI
2072,2002.0,Body boarding,,,No category,XXI
2073,2002.0,Surf skiing,M,47,Adult,XXI
2074,2002.0,Boogie boarding,M,20,Young Adult,XXI
2075,2002.0,"Wading, when he stepped on the shark",M,36,Adult,XXI
2076,2002.0,Surfing,M,16,Teenager,XXI
2077,2002.0,Swimming,F,29,Young Adult,XXI
2078,2002.0,Surfing,M,27,Young Adult,XXI
2079,2002.0,Surfing,M,15,Teenager,XXI
2080,2002.0,Standing,M,15,Teenager,XXI
2081,2002.0,Diving,M,30,Young Adult,XXI
2082,2002.0,Standing,M,14,Teenager,XXI
2083,2002.0,Surfing,M,13,Teenager,XXI
2084,2002.0,Swimming,F,15,Teenager,XXI
2085,2002.0,Surfing,M,19,Young Adult,XXI
2086,2002.0,Shark Fishing,M,41,Adult,XXI
2087,2002.0,Surfing,M,22,Young Adult,XXI
2088,2002.0,Standing,F,9,Child,XXI
2089,2002.0,Surfing,M,30,Young Adult,XXI
2090,2002.0,Swimming,F,11,Child,XXI
2091,2002.0,,,,No category,XXI
2092,2002.0,,,,No category,XXI
2093,2002.0,Attempting to retreive a dinghy,,,No category,XXI
2094,2002.0,Sitting on surfboard,,,No category,XXI
2095,2002.0,Surfing,M,28,Young Adult,XXI
2096,2002.0,Surfing,M,50,Adult,XXI
2097,2002.0,Swimming,M,10,Child,XXI
2098,2002.0,Snorkeling (filming the sardine run),M,50,Adult,XXI
2099,2002.0,Surfing,M,24,Young Adult,XXI
2100,2002.0,Floating on a raft,M,16,Teenager,XXI
2101,2002.0,"Fishing, removing the shark from his line",M,55,Adult,XXI
2102,2002.0,Playing in the surf with his 2 dogs,M,35,Young Adult,XXI
2103,2002.0,Surfing,M,,No category,XXI
2104,2002.0,Collecting beche-de-mer,M,14,Teenager,XXI
2105,2002.0,Fishing,M,31,Young Adult,XXI
2106,2002.0,Surfing,M,40,Adult,XXI
2107,2002.0,Fishing from prawn trawler,M,20,Young Adult,XXI
2108,2002.0,Scallop diving (using surface-supplied air & a POD),M,23,Young Adult,XXI
2109,2002.0,Fishing (Drowned 2-Apr-2002),M,52,Adult,XXI
2110,2002.0,"Surfing, but standing in water alongside board",M,34,Young Adult,XXI
2111,2002.0,Surfing,M,28,Young Adult,XXI
2112,2002.0,Swimming,M,45,Adult,XXI
2113,2002.0,Standing,M,43,Adult,XXI
2114,2002.0,Wading,M,41,Adult,XXI
2115,2002.0,Swimming / Wading,M,29,Young Adult,XXI
2116,2002.0,Body-boarding,M,17,Teenager,XXI
2117,2002.0,Wading,F,11,Child,XXI
2118,2002.0,Swimming,M,16,Teenager,XXI
2119,2002.0,Swimming /  boogie boarding,M,20,Young Adult,XXI
2120,2002.0,Snorkeling,M,39,Adult,XXI
2121,2002.0,Surfing,M,31,Young Adult,XXI
2122,2002.0,Spearfishing,M,44,Adult,XXI
2123,2002.0,Capsized fishing boat,M,,No category,XXI
2124,2002.0,Surfing,M,30 or 36,Young Adult,XXI
2125,2002.0,,M,15,Teenager,XXI
2126,2002.0,Kayaking,M,35,Young Adult,XXI
2127,2002.0,Surfing,M,20,Young Adult,XXI
2128,2002.0,Swimming,M,32,Young Adult,XXI
2129,2002.0,Fishing,M,16,Teenager,XXI
2130,2002.0,Swimming,,,No category,XXI
2131,2002.0,Surf skiing,M,26,Young Adult,XXI
2132,2002.0,Snorkeling,M,35,Young Adult,XXI
2133,2001.0,Surfing,M,36,Adult,XXI
2134,2001.0,Surfing,M,49,Adult,XXI
2135,2001.0,Surfing,,,No category,XXI
2136,2001.0,Surf-skiing,M,,No category,XXI
2137,2001.0,Kite-Boarding,M,,No category,XXI
2138,2001.0,Snorkeling,F,20,Young Adult,XXI
2139,2001.0,Body surfing,M,26,Young Adult,XXI
2140,2001.0,,M,31,Young Adult,XXI
2141,2001.0,"Surfing, fell off surfboard & stepped on the shark.",M,21,Young Adult,XXI
2142,2001.0,Surfing,M,14,Teenager,XXI
2143,2001.0,Wreck / Technical diving,M,42,Adult,XXI
2144,2001.0,Boogie boarding,M,6½,Child,XXI
2145,2001.0,Surfing,M,16,Teenager,XXI
2146,2001.0,Diving,M,,No category,XXI
2147,2001.0,Fishing,M,44,Adult,XXI
2148,2001.0,Walking in shallows,M,13,Teenager,XXI
2149,2001.0,Swimming,F,,No category,XXI
2150,2001.0,Swimming,M,28,Young Adult,XXI
2151,2001.0,Swimming,F,23,Young Adult,XXI
2152,2001.0,Wading,M,20,Young Adult,XXI
2153,2001.0,Swimming,M,10,Child,XXI
2154,2001.0,Spearfishing,M,44,Adult,XXI
2155,2001.0,Standing,F,29,Young Adult,XXI
2156,2001.0,Wading,M,69,Elder,XXI
2157,2001.0,Boogie Boarding,M,18,Young Adult,XXI
2158,2001.0,Boogie Boarding,M,18,Young Adult,XXI
2159,2001.0,Surfing,M,17,Teenager,XXI
2160,2001.0,Surfing,M,27,Young Adult,XXI
2161,2001.0,Surfing,M,32,Young Adult,XXI
2162,2001.0,Surfing,F,17,Teenager,XXI
2163,2001.0,Surfing,F,17,Teenager,XXI
2164,2001.0,Surfing,M,20,Young Adult,XXI
2165,2001.0,Surfing,M,19,Young Adult,XXI
2166,2001.0,Surfing,M,19,Young Adult,XXI
2167,2001.0,Spearfishing,M,43,Adult,XXI
2169,2001.0,,F,,No category,XXI
2170,2001.0,Swimming,M,36,Adult,XXI
2171,2001.0,Fishing,,,No category,XXI
2172,2001.0,,F,,No category,XXI
2173,2001.0,,M,,No category,XXI
2174,2001.0,,F,,No category,XXI
2175,2001.0,Fishing,,,No category,XXI
2176,2001.0,Surfing,M,48,Adult,XXI
2177,2001.0,Boogie boarding,M,18,Young Adult,XXI
2178,2001.0,Surfing,M,42,Adult,XXI
2179,2001.0,Swimming,M,8,Child,XXI
2180,2001.0,,,,No category,XXI
2181,2001.0,Floating face-down in knee-deep water,M,35,Young Adult,XXI
2182,2001.0,Swimming,M,14,Teenager,XXI
2183,2001.0,Spearfishing,M,52,Adult,XXI
2184,2001.0,Hiking on the beach,M,75,Elder,XXI
2185,2001.0,Wading,F,29,Young Adult,XXI
2186,2001.0,,M,16,Teenager,XXI
2187,2001.0,Swimming,M,11,Child,XXI
2188,2001.0,Swimming,M,,No category,XXI
2189,2001.0,Shark fishing,M,24,Young Adult,XXI
2190,2001.0,,M,,No category,XXI
2191,2001.0,Surfing,M,26,Young Adult,XXI
2192,2001.0,Surfing,M,33 or 37,Adult,XXI
2193,2001.0,Surfing,M,45,Adult,XXI
2194,2001.0,"Spearfishing, carrying his catch",M,,No category,XXI
2195,2001.0,Boogie boarding,M,14,Teenager,XXI
2196,2001.0,Surfing,M,16,Teenager,XXI
2197,2001.0,Surfing,M,12,Teenager,XXI
2198,2001.0,,M,mid-30s,Adult,XXI
2199,2001.0,Surfing,M,38,Adult,XXI
2200,2001.0,Surfing,M,21,Young Adult,XXI
2201,2001.0,Body boarding,M,12,Teenager,XXI
2202,2001.0,Surfing,M,22,Young Adult,XXI
2203,2001.0,Surfing,M,19,Young Adult,XXI
2204,2001.0,Surfing,M,22,Young Adult,XXI
2205,2001.0,Surfing,M,,No category,XXI
2206,2001.0,Surfing,,16,Teenager,XXI
2207,2001.0,Surfing,M,46,Adult,XXI
2208,2001.0,Snorkeling,M,,No category,XXI
2209,2001.0,Standing alongside surfboard,M,26,Young Adult,XXI
2210,2001.0,Batin,F,12,Teenager,XXI
2211,2001.0,Surfing,M,40,Adult,XXI
2212,2001.0,Body-boarding,M,,No category,XXI
2213,2001.0,Surfing,M,,No category,XXI
2214,2001.0,Attempting to catch a crocodile,M,12,Teenager,XXI
2215,2001.0,Swimming,M,20,Young Adult,XXI
2216,2001.0,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,,,No category,XXI
2217,2001.0,Fishing for whiting,,,No category,XXI
2218,2001.0,Unknown,F,,No category,XXI
2219,2001.0,Surfing,M,40,Adult,XXI
2220,2001.0,Kayaking,M,35,Young Adult,XXI
2221,2001.0,Swimming,F,55,Adult,XXI
2222,2001.0,Fishing,,,No category,XXI
2223,2001.0,Surfing,M,,No category,XXI
2224,2001.0,Kayaking,M,,No category,XXI
2225,2000.0,Scuba diving,M,23,Young Adult,XX
2226,2000.0,Swimming back from anchored sailboat,M,47,Adult,XX
2227,2000.0,Fishing for whiting,,,No category,XX
2228,2000.0,Diving for sea urchins,M,30,Young Adult,XX
2229,2000.0,Spearfishing,M,38,Adult,XX
2230,2000.0,Surfing,F,,No category,XX
2231,2000.0,Diving (shell maintenance),M,28,Young Adult,XX
2232,2000.0,Shipwrecked,M,47,Adult,XX
2233,2000.0,Swimming,M,73,Elder,XX
2234,2000.0,Walking,F,27,Young Adult,XX
2235,2000.0,Swimming,M,52,Adult,XX
2236,2000.0,Swimming,M,49,Adult,XX
2237,2000.0,Surfing,M,27,Young Adult,XX
2238,2000.0,Fishing,,31,Young Adult,XX
2239,2000.0,Surfing,M,23,Young Adult,XX
2240,2000.0,Swimming / snorkeling,F,56,Adult,XX
2241,2000.0,Swimming,M,69,Elder,XX
2242,2000.0,Surfing,M,17,Teenager,XX
2243,2000.0,Surfing,M,23,Young Adult,XX
2244,2000.0,Body surfing,M,11,Child,XX
2245,2000.0,Surfing,M,24,Young Adult,XX
2246,2000.0,Sitting on surfboard,M,,No category,XX
2247,2000.0,Surfing,M,17,Teenager,XX
2248,2000.0,Surfing,M,25,Young Adult,XX
2249,2000.0,Fell onto dead shark,M,12,Teenager,XX
2250,2000.0,Surfing,M,31,Young Adult,XX
2251,2000.0,,,,No category,XX
2252,2000.0,Standing / surfing,M,49,Adult,XX
2253,2000.0,Surfing,F,26,Young Adult,XX
2254,2000.0,Swimming / Body surfing,M,25,Young Adult,XX
2255,2000.0,Swimming,M,8,Child,XX
2256,2000.0,Free diving,M,48,Adult,XX
2257,2000.0,Swimming,M,28,Young Adult,XX
2258,2000.0,Wading,M,40,Adult,XX
2259,2000.0,Surfing,M,27,Young Adult,XX
2260,2000.0,Swimming,,,No category,XX
2261,2000.0,Swimming,M,47,Adult,XX
2262,2000.0,Jumped into the water,M,69,Elder,XX
2263,2000.0,Conducting research,M,,No category,XX
2264,2000.0,Swimming out to porpoises,M,,No category,XX
2265,2000.0,"Windsurfing, but sitting on his board",M,53,Adult,XX
2266,2000.0,Surfing / Wading,M,27,Young Adult,XX
2267,2000.0,Standing,F,44,Adult,XX
2268,2000.0,Swimming,M,,No category,XX
2270,2000.0,Swimming,,,No category,XX
2271,2000.0,,M,5,Child,XX
2272,2000.0,Snorkeling,F,45,Adult,XX
2273,2000.0,Surfing,M,16,Teenager,XX
2274,2000.0,Surfing,M,14,Teenager,XX
2275,2000.0,Surfing,M,15,Teenager,XX
2276,2000.0,Surfing,M,18,Young Adult,XX
2277,2000.0,Surfing,M,,No category,XX
2278,2000.0,Scuba diving,M,69,Elder,XX
2279,2000.0,Wading,M,13,Teenager,XX
2280,2000.0,Swimming,M,41,Adult,XX
2281,2000.0,Jumping,M,5,Child,XX
2282,2000.0,Playing,F,12,Teenager,XX
2283,2000.0,Wading,F,20,Young Adult,XX
2284,2000.0,"Spearfishing, holding mesh bag with speared fish",F,55,Adult,XX
2285,2000.0,Wading,F,13,Teenager,XX
2286,2000.0,Standing,F,19,Young Adult,XX
2287,2000.0,Swimming,,,No category,XX
2288,2000.0,,M,,No category,XX
2289,2000.0,Fishing,M,,No category,XX
2290,2000.0,Standing,M,52,Adult,XX
2291,2000.0,Sailing,,,No category,XX
2292,2000.0,Surfing,M,17,Teenager,XX
2293,2000.0,Swimming,M,55,Adult,XX
2294,2000.0,Swimming,M,44,Adult,XX
2295,2000.0,Snorkeling,M,13,Teenager,XX
2296,2000.0,Swimming,M,,No category,XX
2297,2000.0,"Air Disaster - Piper aircraft crashed into the sea, killing all on board",,,No category,XX
2298,2000.0,,,,No category,XX
2299,2000.0,Standing,M,9,Child,XX
2300,2000.0,Diving,M,,No category,XX
2301,2000.0,Walking,M,34,Young Adult,XX
2302,2000.0,Boogie boarding / wading,M,,No category,XX
2303,2000.0,Fishing,M,,No category,XX
2304,2000.0,Swimming,M,26,Young Adult,XX
2305,2000.0,Boogie boarding,F,14,Teenager,XX
2306,2000.0,Surfing,M,37,Adult,XX
2307,2000.0,Spearfishing,M,35,Young Adult,XX
2308,2000.0,Surfing,M,,No category,XX
2309,2000.0,Rowing,,,No category,XX
2310,2000.0,Rowing,,,No category,XX
2311,2000.0,Kayaking,M,27,Young Adult,XX
2312,2000.0,Swimming,M,,No category,XX
2313,2000.0,Spearfishing,M,39,Adult,XX
2314,2000.0,,M,27,Young Adult,XX
2315,2000.0,Body surfing,M,,No category,XX
2316,2000.0,Feeding prawns to captive sharks,M,,No category,XX
2317,2000.0,Surfing,M,12,Teenager,XX
2318,2000.0,Surfing,M,26,Young Adult,XX
2319,2000.0,Canoe with 3 men onboard sank,M,,No category,XX
2320,2000.0,Diving,M,35,Young Adult,XX
2321,2000.0,Fishing for tarpon,M,,No category,XX
2322,1999.0,Surfing,M,15,Teenager,XX
2323,1999.0,Swimming,F,13,Teenager,XX
2324,1999.0,Bathing,F,12,Teenager,XX
2325,1999.0,Surfing,M,18,Young Adult,XX
2326,1999.0,Scuba diving,M,,No category,XX
2327,1999.0,Spearfishing,M,39,Adult,XX
2328,1999.0,Surfing,M,35,Young Adult,XX
2329,1999.0,Surfing,M,19,Young Adult,XX
2330,1999.0,Swimming,F,51,Adult,XX
2331,1999.0,Surfing (sitting on his board),M,,No category,XX
2332,1999.0,Surfing,M,35,Young Adult,XX
2333,1999.0,"Spearfishing, but swimming at surface",M,39,Adult,XX
2334,1999.0,Swimming,M,12,Teenager,XX
2335,1999.0,Swimming,M,12,Teenager,XX
2336,1999.0,Body boarding,M,45,Adult,XX
2337,1999.0,Body surfing,M,13,Teenager,XX
2338,1999.0,Surfing,M,,No category,XX
2339,1999.0,"Surfing, lying on surfboard",M,16,Teenager,XX
2340,1999.0,Wading to shore after surfing,M,22,Young Adult,XX
2341,1999.0,Fishing,,,No category,XX
2342,1999.0,Kayaking,M,37,Adult,XX
2343,1999.0,Wading,F,61,Adult,XX
2344,1999.0,Wading,F,10,Child,XX
2345,1999.0,Surfing,M,13,Teenager,XX
2346,1999.0,Wading,M,7,Child,XX
2347,1999.0,Wading with surfboard,M,39,Adult,XX
2348,1999.0,Surfing,M,28,Young Adult,XX
2349,1999.0,Surfing,M,,No category,XX
2350,1999.0,Fishing,M,23,Young Adult,XX
2351,1999.0,Surfing,M,17,Teenager,XX
2352,1999.0,Lying prone in 2' of water,M,10,Child,XX
2353,1999.0,Body surfing,M,62,Adult,XX
2354,1999.0,Spearfishing & holding catch,M,35,Young Adult,XX
2355,1999.0,Surfing,M,42,Adult,XX
2356,1999.0,Swimming with dolphins,M,43,Adult,XX
2357,1999.0,Surfing,M,43,Adult,XX
2358,1999.0,Boogie boarding,M,14,Teenager,XX
2359,1999.0,,M,,No category,XX
2360,1999.0,Wading in school of baitfish,F,30,Young Adult,XX
2361,1999.0,Surfing,M,29,Young Adult,XX
2362,1999.0,Adrift in a life jacket,M,20,Young Adult,XX
2363,1999.0,Surfing,M,21,Young Adult,XX
2364,1999.0,Swimming,M,41,Adult,XX
2365,1999.0,Splashing / wading,M,5,Child,XX
2366,1999.0,Windsurfing,M,22,Young Adult,XX
2367,1999.0,Surfing,M,21,Young Adult,XX
2368,1999.0,Swimming,F,41,Adult,XX
2369,1999.0,Swimming after being swept into sea by a large wave,M,52,Adult,XX
2370,1999.0,Surfing,M,14,Teenager,XX
2371,1999.0,Spearfishing & diving for paua,M,,No category,XX
2372,1999.0,Scientific research (Dr. Sonny Gruber's student),M,,No category,XX
2373,1999.0,"Swimming, towing a kayak",F,29,Young Adult,XX
2374,1999.0,Spearfishing,M,,No category,XX
2375,1999.0,Fishing,M,28,Young Adult,XX
2376,1999.0,Body surfing or body boarding,M,18,Young Adult,XX
2377,1999.0,Swimming near pod of whales,F,29,Young Adult,XX
2378,1999.0,Cruising,,,No category,XX
2379,1999.0,Surfing,M,35,Young Adult,XX
2380,1999.0,Surfing,M,25,Young Adult,XX
2381,1999.0,Spearfishing,M,47,Adult,XX
2382,1999.0,Paddle Skiing,M,,No category,XX
2383,1999.0,Inflatable boat,,,No category,XX
2384,1999.0,Fishing,F,37,Adult,XX
2385,1999.0,Spearfishing,,,No category,XX
2386,1999.0,Spearfishing,M,30,Young Adult,XX
2387,1999.0,Body surfing,M,,No category,XX
2388,1998.0,Surfing,M,19,Young Adult,XX
2389,1998.0,Standing,F,21,Young Adult,XX
2390,1998.0,Surfing,M,18,Young Adult,XX
2391,1998.0,Splashing,M,14,Teenager,XX
2392,1998.0,Surfing,F,21,Young Adult,XX
2393,1998.0,Swimming,M,9,Child,XX
2394,1998.0,Surfing,M,14,Teenager,XX
2395,1998.0,Walking,M,13,Teenager,XX
2396,1998.0,Surfing,M,32,Young Adult,XX
2397,1998.0,Fishing for tuna,M,52,Adult,XX
2398,1998.0,Surfing,M,22,Young Adult,XX
2399,1998.0,Swimming,F,17,Teenager,XX
2400,1998.0,Surfing,M,30,Young Adult,XX
2401,1998.0,Surfing,M,,No category,XX
2402,1998.0,Surfing,M,17,Teenager,XX
2403,1998.0,Diving,,,No category,XX
2404,1998.0,,M,28,Young Adult,XX
