,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,age_int,age_cat,year_int,century
3833,Apr-1966,1966.0,Sea Disaster,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,,N,,,-1,-,1966,20
3835,14-Mar-1966,1966.0,Sea Disaster,SUDAN,Red Sea,,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,,Y,,,-1,-,1966,20
3836,27-Feb-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Coledale Beach,Treading water,M,13,N,14h00,"White shark, 2.5 m [8.25'], an immature female, previously injured",13,Teenager,1966,20
3837,29-Jan-1966,1966.0,Provoked,SOUTH AFRICA,Western Cape Province,Strandfontein Beach,Helping men land a shark,M,33,N,Afternoon,Copper shark,33,Young Adult,1966,20
3839,22-Jan-1966,1966.0,Unprovoked,USA,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),M,29,N,10h00 / 11h00,"White shark, 3 m [10'] ",29,Young Adult,1966,20
3840,15-Jan-1966,1966.0,Unprovoked,AUSTRALIA,New South Wales,Bellambi,Spearfishing,M,30,N,,"Wobbegong shark, 5' ",30,Young Adult,1966,20
3842,11-Jan-1966,1966.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Riet River,Standing,M,16,N,09h00,1.5 m to 1.8 m [5' to 6'] Zambesi shark,16,Teenager,1966,20
3843,10-Jan-1966,1966.0,Unprovoked,AUSTRALIA,Western Australia,Woodman Point,Jumped into the water,M,43,N,,76 cm [2.5'] carpet shark,43,Adult,1966,20
3844,09-Jan-1966,1966.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Body surfing,M,15,N,14h00,"1.8 m to 2 m [6' to 6'9""] shark",15,Teenager,1966,20
3845,08-Jan-1966,1966.0,Unprovoked,NEW ZEALAND,North Island,"Oakura Beach, Taranaki",Body surfing ,F,15,Y,15h30,,15,Teenager,1966,20
3846,05-Jan-1966,1966.0,Unprovoked,USA,Florida,"Hollywood, Broward County",Swimming,M,35,N,16h00,Hammerhead shark,35,Young Adult,1966,20
3847,Summer of 1996,1966.0,Invalid,USA,California,"Huntington Beach, Orange County",Walking,F,15,,"""After lunch""",Shark involvement not confirmed,15,Teenager,1966,20
3848,28-Dec-1965,1965.0,Unprovoked,AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island","Spearfishing, but standing in knee-deep water",M,40,N,,1.8 m [6'] carpet shark,40,Adult,1965,20
3849,19-Dec-1965,1965.0,Unprovoked,JOHNSTON ISLAND,,,Freediving,M,,N,14h00,Grey reef shark,-1,-,1965,20
3851,21-Nov-1965,1965.0,Provoked,AUSTRALIA,Queensland,Near Brisbane,Fishing from 34' boat when pulled overboard by hooked shark,M,43,Y,,4.6 m [15'] shark,43,Adult,1965,20
3852,21-Nov-1965,1965.0,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii",Japanese fishing boat Taihei Maru No.10,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,N,23h30,,44,Adult,1965,20
3854,03-Nov-1965,1965.0,Unprovoked,AUSTRALIA,Queensland,Oak Beach,Surfing,M,24,N,16h30,"Grey nurse shark, 2.4 m [8'] ",24,Young Adult,1965,20
3855,21-Oct-1965,1965.0,Unprovoked,,,Florida Strait,The boat Caribou II sank,M,39,N,,,39,Adult,1965,20
3856,16-Oct-1965,1965.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,Sunbathing on beach when he saw child being attacked by the shark,M,32,N,,"1.8 m [6'], 180-lb shark",32,Young Adult,1965,20
3857,16-Oct-1965,1965.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,Playing in the water,F,,Y,,"1.8 m [6'], 180-lb shark",-1,-,1965,20
3858,10-Oct-1965,1965.0,Unprovoked,NEW BRITAIN,West coast,"Outside the reef off Moputu Village, near Talasea","Spearfishing, shot a turtle",M,15,Y,,2 sharks involved,15,Teenager,1965,20
3859,Oct-1965,1965.0,Unprovoked,PAPUA NEW GUINEA,New Britain,,Wading,M,27,N,,,27,Young Adult,1965,20
3860,21-Sep-1965,1965.0,Provoked,PAPUA NEW GUINEA,Madang Province,Sek Harbor,Spearing fish,M,,N,,"""small shark""",-1,-,1965,20
3861,12-Sep-1965,1965.0,Provoked,PAPUA NEW GUINEA,East Sepik,Moem Village near Wewak,Fishing (rod & line),M,,N,14h00,0.9 m [3'] shark,-1,-,1965,20
3862,08-Sep-1965,1965.0,Unprovoked,MEXICO,Veracruz,Playa Villa del Mar,,M,23,N,18h00,300-kg [662-lb] shark,23,Young Adult,1965,20
3863,30-Aug-1965,1965.0,Invalid,PHILIPPINES,,"Grounded off Scarborough Shoals, 150 miles northwest of Manila in the South China Sea","Arsinoe, a French tanker",M,,,,Shark involvement not confirmed,-1,-,1965,20
3864,26-Aug-1965,1965.0,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15,N,17h30,,15,Teenager,1965,20
3865,30-Jul-1964,1965.0,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,M,,N,,"Lemon shark, 0.5 m",-1,-,1965,20
3866,26-Jul-1965,1965.0,Unprovoked,MEXICO,Veracruz,Mocambo,Bathing,M,25,Y,17h00,,25,Young Adult,1965,20
3868,19-Jun-1965,1965.0,Invalid,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,M,6,,,Questionable incident,6,Child,1965,20
3869,18-Jun-1965,1965.0,Invalid,USA,Florida,150 miles southeast of Cape Kennedy,"Diving, retrieving film package from Titan 3C rocket",M,,,,Invalid,-1,-,1965,20
3870,09-Jun-1965,1965.0,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,38,N,14h00,,38,Adult,1965,20
3871,Jun-1965,1965.0,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Huhunoti Island,Spearfishing,M,,N,,,-1,-,1965,20
3872,Jun-1965,1965.0,Unprovoked,SOUTH PACIFIC OCEAN,,,Treading water,M,,Y,Morning, ,-1,-,1965,20
3873,29-May-1965,1965.0,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,Y,12h00,,-1,-,1965,20
3874,28-May-1965,1965.0,Unprovoked,MEXICO,Veracruz,Playa Mocambo,Swimming,M,,Y,,,-1,-,1965,20
3875,May-Jun-1965,1965.0,Unprovoked,EGYPT,,,Standing,M,,N,,,-1,-,1965,20
3876,May 1965,1965.0,Unprovoked,JAMAICA,,,Diving,M,,N,,,-1,-,1965,20
3877,May 1965,1965.0,Unprovoked,MEXICO,Veracruz,Mocambo,Swimming,M,35,N,,,35,Young Adult,1965,20
3878,29-Apr-1965,1965.0,Unprovoked,USA,Florida,"Hobe Sound, Martin County",,M,49,N,15h00,Bull shark,49,Adult,1965,20
3879,25-Apr-1965,1965.0,Invalid,USA,California,"Pacifica, San Mateo County",Surfing,M,19,,16h00,Invalid,19,Young Adult,1965,20
3880,10-Apr-1965,1965.0,Unprovoked,USA,Florida,American Shoals off Key West,Spearfishing,M,28,N,11h00,"White shark, 10' to 12' ",28,Young Adult,1965,20
3881,04-Apr-1965,1965.0,Unprovoked,PALAU,Western Caroline Islands,Koror,Walking on reef,M,8,N,15h30,"Tiger shark, tooth fragment recovered",8,Child,1965,20
3882,04-Apr-1965,1965.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,M,17,N,07h15,Blacktip or spinner shark,17,Teenager,1965,20
3883,23-Mar-1965,1965.0,Invalid,USA,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,M,,,11h30,Shark involvement prior to death was not confirmed,-1,-,1965,20
3884,14-Mar-1965,1965.0,Unprovoked,USA,Florida,"Pompano Beach, Palm Beach County",Free diving,M,16,N,13h30,Mako shark,16,Teenager,1965,20
3885,14-Feb-1965,1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amatikulu,Treading water,M,25,N,15h00 or 15h45,"1.8 m [6'], 136-kg [300-lb] shark ",25,Young Adult,1965,20
3886,04-Feb-1965,1965.0,Unprovoked,USA,Massachusetts,"Granite Pier, Rockport",Scuba diving,M,18,N,14h30,1.2 m [4'] shark,18,Young Adult,1965,20
3887,25-Jan-1965,1965.0,Invalid,USA,California,"Newport Beach, Orange County",Motor boat Rebel Belle lost,M,21,,,Shark involvement prior to death was not confirmed,21,Young Adult,1965,20
3888,23-Jan-1965,1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Paddling rescue ski,M,22,N,13h00,"White shark, 3.7 m [12'] ",22,Young Adult,1965,20
3889,16-Jan-1965,1965.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Body surfing,M,20,N,16h40,,20,Young Adult,1965,20
3890,10-Jan-1965,1965.0,Unprovoked,AUSTRALIA,Victoria,"East of Station Pier, Port Melbourne",Swimming,M,,N,,1.5 m [5'] shark,-1,-,1965,20
3891,09-Jan-1965,1965.0,Unprovoked,NEW GUINEA,Central Province,Off Gaire Village,Free diving,M,30,Y,,4.9 m [16'] whaler,30,Young Adult,1965,20
3892,Summer 1965,1965.0,Unprovoked,USA,Texas,"Port Lavaca, Calhoun County",Dangling feet in the water,M,13,N,,,13,Teenager,1965,20
3893,1965,1965.0,Provoked,USA,California,"Dana Point, San Clemente, Orange County",Surfing,M,Teen,N,,,-1,-,1965,20
3894,Early 1965,1965.0,Provoked,USA,Florida,"Between Palm  & Salerno Inlets, Martin County",Collecting marine specimens,M,,N,,"Nurse shark, 0.94 m to 1.2 m [3' to 4'] ",-1,-,1965,20
3895,May-Jun-1965,1965.0,Unprovoked,RED SEA,East of the Gulf of Aqaba,,Standing in waist-deep water,M,,N,,Small shark with white-tipped dorsal fin,-1,-,1965,20
3896,May-Jun-1965,1965.0,Unprovoked,EGYPT,,South of Hurghada,"Spearfishing, but standing in the water",M,25 to 35,N,,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark",-1,-,1965,20
3897,1965,1965.0,Unprovoked,VANUATU,Malampa Province,Island of Paam'a,,M,,Y,,,-1,-,1965,20
3899,25-Dec-1964,1964.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,19,N,17h00,Raggedtooth shark ,19,Young Adult,1964,20
3900,10-Dec-1964,1964.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Buka Island,,M,,N,,,-1,-,1964,20
3902,09-Dec-1964,1964.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Off Sing Village, Buka Island","Canoe swamped, swimming back to canoe",M,28,N,Late afternoon,2.1 m [7'] shark,28,Young Adult,1964,20
3903,06-Dec-1964,1964.0,Unprovoked,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Fishing with hand line tied to wrist & was pulled into the water,M,10,Y,,,10,Child,1964,20
3904,29-Nov-1964,1964.0,Unprovoked,AUSTRALIA,Victoria ,Lady Julia Percy Island,Free diving with seals,M,25,N,14h30,"White shark, 2.4 m [8'] ",25,Young Adult,1964,20
3905,18-Nov-1964,1964.0,Unprovoked,AUSTRALIA,Queensland,"Fingal Beach, near Tweed Heads",Swimming out to rescue swimmers in difficulty,M,29,Y,13h30,,29,Young Adult,1964,20
3906,13-Nov-1964,1964.0,Provoked,AUSTRALIA,New South Wales,"North Solitary Island, 8 miles from Wolli","Filming underwater, carrying powerhead",M,25,N,,"White shark, 2.7 m [9'1""], 750-lb ",25,Young Adult,1964,20
3908,31-Oct-1964,1964.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Surf fishing,M,,N,,,-1,-,1964,20
3910,04-Oct-1964,1964.0,Unprovoked,AUSTRALIA,Western Australia,"Avalon Beach, near Mandurah, 50 miles south of Perth","Surfing, but swimming to his board",M,19,N,09h30,"Grey nurse shark, 1.8 m [6']",19,Young Adult,1964,20
3911,27-Sep-1964,1964.0,Invalid,,,,Spearfishing,M,24,,11h00,Shark involvement prior to death was not confirmed,24,Young Adult,1964,20
3912,20-Sep-1964,1964.0,Unprovoked,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,M,32,Y,14h00,,32,Young Adult,1964,20
3913,07-Sep-1964,1964.0,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,20,N,13h30,1.8 m [6'] shark,20,Young Adult,1964,20
3914,26-Aug-1964,1964.0,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,14,N,14h30,,14,Teenager,1964,20
3915,23-Aug-1964,1964.0,Unprovoked,MEXICO,Guerrero,Acapulco,Floating on his back in an inner tube,M,19,N,14h00,1.8 to 2.4 m [6' to 8'] shark,19,Young Adult,1964,20
3916,22-Aug-1964,1964.0,Invalid,USA,Florida,5 miles south of Palm Beach,Spearfishing / free diving,M,18,,11h30,Invalid,18,Young Adult,1964,20
3917,21-Aug-1964,1964.0,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,,N,11h30,3' shark,-1,-,1964,20
3918,08-Aug-1964,1964.0,Unprovoked,USA,Florida,"2 miles off Jupiter, Palm Beach County",Spearfishing using scuba,M,28,N,12h00,Hammerhead shark,28,Young Adult,1964,20
3919,03-Aug-1964,1964.0,Unprovoked,JAPAN,Okayama Prefecture,Saidaiji,Swimming,M,12,N,,,12,Child,1964,20
3920,Aug-1964,1964.0,Unprovoked,PANAMA,San Blas,Off Achutuppu Island near Ailigandi,Free diving / Spearfishingat edge of reef,M,21,N,,Less than 1.2 m [4'],21,Young Adult,1964,20
3921,27-Jul-1964,1964.0,Provoked,USA,Puerto Rico,,,M,22,N,11h00,Nurse shark,22,Young Adult,1964,20
3922,16-Jul-1964,1964.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Island Rock,Searching for remains of  Dr. Marais,M,30,N,,Zambesi shark,30,Young Adult,1964,20
3924,10-Jul-1964,1964.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Island Rock,Spearfishing ,M,52,Y,,,52,Adult,1964,20
3925,08-Jul-1964,1964.0,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Tagging sharks,M,,N,,white shark,-1,-,1964,20
3926,Jul-1964,1964.0,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,A reef off New Hanover (Northern end),Standing / fishing,M,,Y,,,-1,-,1964,20
3929,28-Jun-1964,1964.0,Invalid,USA,New York,Long Island,Attempting to swim across the Atlantic Ocean,F,29,,Night,Shark involvement prior to death was not confirmed,29,Young Adult,1964,20
3931,17-Jun-1964,1964.0,Watercraft,PAPUA NEW GUINEA,New Britain,Near Rabaul,Fishing,M,,N,,2.4 m [8'] shark,-1,-,1964,20
3932,23-Jun-1964,1964.0,Unprovoked,FIJI,Lau Group,"Tovu, Totoya Island",Spearfishing,M,23,N,,,23,Young Adult,1964,20
3933,02-Jun-1964,1964.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming,M,40,,>17h00,Shark involvement prior to death was not confirmed,40,Adult,1964,20
3934,30-May-1964,1964.0,Unprovoked,PANAMA,Caribbean Coast,,Standing,M,47,N,,Lemon shark ,47,Adult,1964,20
3935,08-May-1964,1964.0,Unprovoked,FIJI,Vita Levu,Naviti,Spearfishing,M,35,Y,11h30,Tiger shark,35,Young Adult,1964,20
3936,May 1964,1964.0,Unprovoked,PANAMA,San Blas Islands,"Achutupu, a small island ner Ailigandi",Skin diving,M,13,Y,,1.8 m [6'] shark,13,Teenager,1964,20
3937,07-Apr-1964,1964.0,Unprovoked,PAPUA NEW GUINEA,Madang Province,Inshore side of reef near Madang,Fishing,M,,Y,,,-1,-,1964,20
3938,28-Mar-1964,1964.0,Unprovoked,AUSTRALIA,South Australia,Surfers Paradise Beach near Victor Harbour,Surfing,M,19,N,,1.8 m [6'] shark,19,Young Adult,1964,20
3939,28-Mar-1964,1964.0,Sea Disaster,PAPUA NEW GUINEA,Central Province,30 miles from Port Moresby,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,32,Y,Midnight,,32,Young Adult,1964,20
3940,05-Mar-1964,1964.0,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Skin diving ,M,38,N,16h00,1.7 m [5.5'] shark,38,Adult,1964,20
3941,Mar-1964,1964.0,Unprovoked,SENEGAL,Cap Vert Peninsula,"Bel Air, Dakar",Free diving for shell,M,,N,,3 m shark,-1,-,1964,20
3943,14-Feb-1964,1964.0,Unprovoked,NEW CALEDONIA,,,Diving for trochus shell,M,15,Y,,,15,Teenager,1964,20
3944,14-Feb-1964,1964.0,Unprovoked,FIJI,Vanua Levu,"Nailou Village, Tunuloa Natewa Bay",Spearfishing,M,17,Y,10h30,,17,Teenager,1964,20
3945,11-Feb-1964,1964.0,Unprovoked,NEW ZEALAND,North Island,"Palliser Bay, Whatarangi (east of Wellington)",preparing to go skin diving,M,,N,12h00,,-1,-,1964,20
3946,10-Feb-1964,1964.0,Unprovoked,NEW ZEALAND,North Island,"West of Pukerua Bay, Wellington",Spearfishing,M,26,N,18h30,"White shark, 3 m [10'] ",26,Young Adult,1964,20
3947,08-Feb-1954,1964.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Body boarding,M,25,N,08h45,"White shark, 1.5 m [5'] k",25,Young Adult,1964,20
3948,05-Feb-1964,1964.0,Unprovoked,NEW ZEALAND,North Island,"Hokio Beach, near Levin",Lying in 2 feet of water,M,,N,,"""sand shark""",-1,-,1964,20
3949,05-Feb-1964,1964.0,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Swimming,M,19,Y,06h45,"White shark, 3 m to 3.7 m [10' to 12'] ",19,Young Adult,1964,20
3950,02-Feb-1964,1964.0,Invalid,AUSTRALIA,Queensland,Brisbane,Swimming,M,23,,09h30,Shark involvement prior to death was not confirmed,23,Young Adult,1964,20
3952,Feb-1964,1964.0,Unprovoked,USA,Florida,Palm Beach County,Floating,M,12,N,,Hammerhead shark,12,Child,1964,20
3953,Feb-1964,1964.0,Unprovoked,COSTA RICA,Puntarenas Province,Puntarenas,Swimming,M,,Y,,,-1,-,1964,20
3955,23-Jan-1964,1964.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Body surfing,M,39,N,16h00,,39,Adult,1964,20
3956,22-Jan-1964,1964.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Standing,M,17,N,11h00,,17,Teenager,1964,20
3958,18-Jan-1964,1964.0,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay,Freediving,M,,N,,Wobbegong,-1,-,1964,20
3959,11-Jan-1964,1964.0,Unprovoked,USA,California,Southeast Farallon Island,Spearfishing / Scuba diving (at surface),M,21,N,12h00,White shark (tooth fragment recovered),21,Young Adult,1964,20
3960,Reported 06-Jan-1964,1964.0,Unprovoked,PAPUA NEW GUINEA,New Britain,,Fishing,M,,Y,,Tiger shark,-1,-,1964,20
3961,04-Jan-1964,1964.0,Unprovoked,FIJI,"Lomaloma, Lau",Tuvuca Isalnd,Swimming,F,20,N,15h00,,20,Young Adult,1964,20
3963,01-Jan-1964,1964.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Diving for sinkers,M,,N,19h00 / 20h00,2.1 m to 2.4 m  [7' to 8'] shark,-1,-,1964,20
3964,Jan-1964,1964.0,Invalid,NEW ZEALAND,North Island,White Island,Snorkeling,M,,,07h30,Invalid,-1,-,1964,20
3965,29-Dec-1963,1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Catfish Rock, between Salt Rock & Shaka’s Rock",Standing,F,20,N,14h00,"Zambesi shark, 1.8 m [6'] ",20,Young Adult,1963,20
3966,26-Dec-1963,1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga Rocks,Swimming ,M,24,N,15h00,1.8 m [6']  shark,24,Young Adult,1963,20
3967,26-Dec-1963,1963.0,Unprovoked,AUSTRALIA,Queensland,"Figtree Ledge, Hervey Bay",Sitting on gunwale of boat,M,,N,Dawn,"4.3 m [14'], 1000-lb shark",-1,-,1963,20
3968,25-Dec-1963,1963.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Swimming,M,18,Y,15h45,,18,Young Adult,1963,20
3969,22-Dec-1963,1963.0,Invalid,ATLANTIC OCEAN,Between Southampton & Canary Islands,,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",F,,,,Invalid,-1,-,1963,20
3970,22-Dec-1963,1963.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Next to West Street groyne, Durban",Helping friend land hooked shark,M,13,N,18h30,"Dusky shark, 1 m ",13,Teenager,1963,20
3971,21-Dec-1963,1963.0,Provoked,AUSTRALIA,New South Wales,"Woolgoolga, Coffs Harbour",Fishing,M,,N,,"Wobbegong shark, 3' ",-1,-,1963,20
3972,20-Dec-1963,1963.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Spearfishing,M,,N,12h00,"White shark, 1.7 m [5.5']",-1,-,1963,20
3973,20-Dec-1963,1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umvoti,Splashing in surf,M,15,Y,12h40,300- to 400-lb Zambesi shark,15,Teenager,1963,20
3974,08-Dec-1963,1963.0,Unprovoked,AUSTRALIA,South Australia,55 miles south of Adelaide,Spearfishing,M,23,N,12h45,White shark,23,Young Adult,1963,20
3975,04-Dec-1963,1963.0,Unprovoked,NEW BRITAIN,"South Coast, East New Britain",Pomio,Spearfishing,M,22,Y,,Tiger shark,22,Young Adult,1963,20
3976,30-Nov-1963 ,1963.0,Unprovoked,NEW ZEALAND,South Island,"Charteris Bay, Lyttleton Harbour",Treading water while alongside capsized yacht,M,20,N,13h00,Possibly a broadnose 7-gill shark,20,Young Adult,1963,20
3977,30-Nov-1963,1963.0,Provoked,PAPUA NEW GUINEA,Gulf Province,"Kukipi, 150 miles west of Port Moresby in the Lakekamu River area",Fishing / standing in waist deep water,F,18,N,14h00,Tiger shark,18,Young Adult,1963,20
3978,28-Nov-1963,1963.0,Unprovoked,FIJI, Lau Province,"Dravuwalu, Totoya Island",Fishing,F,21,N,11h00,>1.2 m [4'] tiger shark,21,Young Adult,1963,20
3979,25-Nov-1963,1963.0,Unprovoked,FIJI,Vita Levu,Rewa River,Spearing fish,M,25,N,14h00,,25,Young Adult,1963,20
3980,Reported 16-Nov-1963,1963.0,Unprovoked,ITALY,Sicily,Off Mondello Lighthouse,Spearfishing,M,28,N,,,28,Young Adult,1963,20
3981,14-Nov-1963,1963.0,Provoked,AUSTRALIA,Queensland,Mermaid Beach,Catching sharks under government contract,M,,N,,"White shark, 15'2"" ",-1,-,1963,20
3982,12-Nov-1963,1963.0,Provoked,USA,Florida,"8 miles south of Elliot Key, Miami-Dade County",Testing anti-shark cage,M,,N,11h40,"Silky shark, 1.9 m [6.5']",-1,-,1963,20
3983,Reported 05-Nov-1963,1963.0,Unprovoked,PAPUA NEW GUINEA,New Britain,,Wading,M,,N,,6' shark,-1,-,1963,20
3984,04-Nov-1963,1963.0,Unprovoked,PALAU,Western Caroline Islands,Koror,Fishing,M,35,N,03h00,Dooley believed his Injury was caused by stingray (Dasyatidae family),35,Young Adult,1963,20
3985,16-Oct-1963,1963.0,Unprovoked,USA,Florida,"Biltmore Beach, near Panama City","Surf fishing, wading ",M,28,N,17h30,500-lb shark,28,Young Adult,1963,20
3986,15-Oct-1963,1963.0,Provoked,NORTH PACIFIC OCEAN,,,Fishing for sharks,M,20,N,,,20,Young Adult,1963,20
3987,29-Sep-1963,1963.0,Unprovoked,CHILE,,"El Panul, 12km south of Coquimbo",Spearfishing / free diving,M,,Y,11h00,"White shark, 4 m [13'] rk",-1,-,1963,20
3989,22-Sep-1963,1963.0,Unprovoked,SOLOMON ISLANDS,Ysabel Island,Susukana Plantation,Spearing fish,M,30,Y,13h00,5.5 m [18'] shark,30,Young Adult,1963,20
3990,13-Sep-1963,1963.0,Provoked,AUSTRALIA,New South Wales,Wanda Beach,Surfing,M,18,N,09h30,1.5 m [5'] shark,18,Young Adult,1963,20
3991,10-Sep-1963,1963.0,Provoked,USA,Florida,"Snapper Point Jetty, Miami, Dade County","Spearfishing, pulled shark’s tail",M,16,N,13h30,"Nurse shark, 1.2 m [4'] ",16,Teenager,1963,20
3992,Aug-1963,1963.0,Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,Rio Haina Port,"Swimming, when caught in heavy seas",M,23 & 26,Y,,8 sharks,-1,-,1963,20
3993,28-Jul-1963,1963.0,Unprovoked,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,"Koop Reef, Truk (Chuuk)",Spearfishing,M,26,N,08h00,Tiger shark,26,Young Adult,1963,20
3994,15-Jul-1963,1963.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,M,14,N,Late afternoon,,14,Teenager,1963,20
3995,11-Jul-1963,1963.0,Provoked,USA,Mississippi,Horn Island,"Fishing, on charter boat Silver Dollar",M,24,N,,1.2 m [4'] shark,24,Young Adult,1963,20
3997,Jul-1963,1963.0,Unprovoked,PANAMA,San Blas coast,"4 miles from Tuwala, near Mulatuppu","Seining for bait, standing in chest-deep water",M,,Y,,,-1,-,1963,20
3998,01-Jun-1963,1963.0,Unprovoked,GREECE,Thessaly,near Trikerion Island,Swimming,F,42,Y,16h30,"White shark, 3 m ",42,Adult,1963,20
3999,01-Jun-1963,1963.0,Provoked,PAPUA NEW GUINEA,Central Province,Near Fisherman's Island,Fishing,M,30,N,Morning,1.8 m [6'] shark,30,Young Adult,1963,20
4000,18-May-1963,1963.0,Invalid,USA,California,San Mateo County,Swimming,M,,,,Shark involvement not confirmed,-1,-,1963,20
4002,22-Apr-1963,1963.0,Provoked,AUSTRALIA,New South Wales,Clarence Head,Fishing,M,,N,,Grey nurse shark,-1,-,1963,20
4003,20-Apr-1963,1963.0,Unprovoked,USA,US Virgin Islands,"St. Thomas, Magens Bay",Swimming,M,25,Y,13h50,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",25,Young Adult,1963,20
4004,17-Apr-1963,1963.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Swimming,M,15,N,12h45,,15,Teenager,1963,20
4005,13-Apr-1963,1963.0,Unprovoked,AUSTRALIA,Western Australia,Yallingup,"Surfing on ""chest board"" (boogie board?)",M,25,N,,1.8 m to 2.4 m  [6' to 8'] shark,25,Young Adult,1963,20
4006,12-Apr-1963,1963.0,Unprovoked,USA,Hawaii,"Awili, South Kona, Hawai'i",Surfing ,M,15,N,14h00,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,15,Teenager,1963,20
